POINT ID,EASTING,NORTHING,ELEVATION,DESCRIPTION
7257,444869.479,1679225.604,326.279,GP
7258,444855.664,1679230.826,319.483,GP
7259,444857.638,1679239.97,320.589,GP
7260,444858.914,1679246.825,321.087,GP
7261,444860.186,1679252.361,320.94,GP
7262,444845.196,1679237.989,315.783,GP
7263,444840.508,1679238.332,314.112,GP
7264,444840.333,1679243.917,313.89,GP
7265,444843.54,1679248.628,314.592,GP
7266,444839.379,1679253.709,313.47,GP
7267,444835.34,1679259.887,312.184,GP
7268,444831.961,1679264.504,310.376,GP
7269,444827.602,1679270.638,308.469,GP
7270,444840.976,1679270.594,312.415,GP
7271,444842.614,1679262.532,313.853,GP
7272,444843.902,1679256.399,314.555,GP
7273,444845.382,1679248.635,314.978,GP
7274,444848.715,1679248.598,316.196,GP
7275,444851.979,1679255.014,317.325,GP
7276,444855.359,1679261.489,318.376,GP
7277,444851.068,1679245.057,317.249,GP
7278,444854.46,1679245.71,318.829,GP
7279,444851.395,1679240.553,317.754,GP
7280,444870.844,1679235.656,325.265,GP
7281,444796.891,1679306.547,302.759,GP
7282,444804.335,1679302.911,303.731,GP
7283,444809.599,1679300.471,304.765,GP
7284,444806.831,1679296.481,307.468,GP
7285,444800.119,1679299.75,306.666,GP
7286,444793.114,1679301.968,307.132,GP
7287,444786.774,1679304.757,307.862,GP
7288,444778.551,1679306.28,308.446,GP
7289,444771.174,1679305.184,309.211,GP
7290,444765.547,1679303.531,308.546,GP
7291,444767.833,1679299.648,310.195,GP
7292,444774.606,1679301.739,310.508,GP
7293,444781.744,1679302.414,309.768,GP
7294,444788.276,1679300.226,309.959,GP
7295,444794.553,1679297.128,309.642,GP
7296,444800.777,1679294.732,309.788,GP
7297,444842.413,1679303.335,309.904,GP
7298,444885.731,1679257.414,325.023,GP
7299,444879.223,1679261.827,322.922,GP
7300,444884.566,1679291.151,319.969,GP
7301,444887.63,1679284.672,321.093,GP
7302,444888.485,1679233.663,331.256,GP
7303,444886.931,1679210.305,332.142,GP
7304,444764.87,1679258.578,319.928,GP
7305,444763.796,1679252.414,318.923,GP
7306,444762.576,1679246.625,317.298,GP
7307,444761.896,1679241.778,315.937,GP
7308,444759.26,1679253.714,317.708,GP
7309,444754.927,1679250.368,315.252,GP
7310,444755.604,1679259.155,317.384,GP
7311,444760.425,1679263.607,319.017,GP
7312,444755.428,1679269.008,317.757,GP
7313,444787.577,1679268.027,316.558,GP
7314,444764.619,1679266.109,319.114,GP
7315,444764.234,1679275.799,317.177,GP
7316,444764.022,1679285.586,315.156,GP
7317,444776.427,1679284.092,315.65,GP
7318,444772.935,1679276.2,317.039,GP
7319,444770.815,1679268.9,318.473,GP
7320,444774.386,1679262.592,319.007,GP
7321,444781.505,1679265.333,317.769,GP
7322,444771.423,1679256.663,319.876,GP
7323,444778.139,1679255.423,319.352,GP
7324,444772.17,1679251.14,320.266,GP
7325,444778.567,1679245.963,320.134,GP
7326,444785.033,1679240.194,319.782,GP
7327,444781.934,1679234.149,320.716,GP
7328,444773.957,1679243.745,320.478,GP
7329,444769.413,1679250.232,320.192,GP
7330,444759.251,1679275.464,317.021,GP
7331,444756.849,1679283.763,315.317,GP
7332,444756.002,1679296.293,308.12,GP
7333,444767.303,1679305.79,308.364,GP
7334,444770.12,1679301.103,310.709,GP
7335,444762.506,1679294.749,311.173,GP
7336,444757.027,1679283.554,315.373,GP
7337,444788.064,1679294.407,313.344,GP
7338,444815.904,1679253.421,311.805,GP
7339,444812.386,1679254.88,311.704,GP
7340,444805.874,1679258.354,313.23,GP
7341,444641.4432,1679276.649,260,GP
7342,444628.5944,1679227.021,300.201,GP
7343,444659.854,1679267.961,265,GP
7344,444710.0703,1679218.427,317.485,GP
7345,444724.1108,1679226.817,316.115,GP
7346,444730.2956,1679276.628,308.255,GP
7347,444735.2232,1679277.813,310.925,GP
7348,444648.8891,1679216.697,320.325,GP
7349,444651.3397,1679212.451,322.925,GP
7350,444689.183,1679215.97,318.385,GP
7351,444727.3658,1679212.181,320.618,GP
7352,444713.8444,1679216.992,317.818,GP
7353,444741.6355,1679231.994,314.518,GP
7354,444734.561,1679217.253,319.028,GP
7355,444737.2885,1679208.281,321.168,GP
7356,444750.1976,1679263.649,316.498,GP
7357,444714.0854,1679265.16,299,GP
7358,444747.336,1679259.426,314.425,GP
7359,444743.143,1679259.447,312.268,GP
7360,444750.755,1679273.57,316.384,GP
7361,444744.4,1679279.827,313.594,GP
7362,444723.269,1679303.262,295.041,GP
7363,444733.847,1679296.481,301.406,GP
7364,444743.2,1679303.723,299.711,GP
7365,444751.574,1679304.911,302.033,GP
7366,444743.275,1679294.593,305.259,GP
7367,444739.625,1679291.614,306.828,GP
7368,444735.375,1679288.871,306.876,GP
7369,444738.625,1679285.346,309.459,GP
7370,444747.541,1679291.549,308.418,GP
7371,444751.588,1679288.083,311.76,GP
7372,444743.863,1679283.738,311.484,GP
7373,444738.468,1679280.271,310.843,GP
7374,444731.769,1679280.139,307.593,GP
7375,444725.678,1679279.887,303.808,GP
7376,444741.132,1679275.88,312.789,GP
7377,444737.327,1679272.068,311.13,GP
7378,444749.508,1679281.802,314.601,GP
7379,444619.2063,1679210.971,300,GP
7380,444717.528,1679207.683,320.762,GP
7381,444716.792,1679213.271,318.94,GP
7382,444662.734,1679208.743,323.863,GP
7383,444661.283,1679212.687,323.341,GP
7384,444659.924,1679215.822,322.677,GP
7385,444658.812,1679218.209,321.583,GP
7386,444683.9885,1679208.834,322.624,GP
7387,444680.7452,1679214.519,320.878,GP
7388,444746.021,1679212.115,319.534,GP
7389,444747.426,1679216.395,318.333,GP
7390,444749.177,1679223.27,316.4,GP
7391,444736.651,1679214.343,319.338,GP
7392,444735.139,1679222.854,317.383,GP
7393,444733.982,1679228.959,314.982,GP
7394,444722.626,1679213.66,319.478,GP
7395,444719.432,1679217.494,317.252,GP
7396,444717.904,1679218.804,316.278,GP
7397,444711.9003,1679242.616,302,GP
7398,444686.9837,1679232.255,304.51,GP
7399,444652.516,1679234.209,303,GP
7400,444751.792,1679247.412,313.083,GP
7401,444738.716,1679259.763,309.668,GP
7402,444750.452,1679230.744,313.231,GP
7403,444732.831,1679234.51,312.157,GP
7404,444716.237,1679255.4,295,GP
7405,444681.891,1679261.39,271,GP
7406,444737.729,1679256.071,308,GP
7407,444687.407,1679249.756,286,GP
7408,444694.37,1679266.922,285,GP
7409,444678.8657,1679270.659,273,GP
7410,444668.017,1679253.876,274,GP
7411,444632.0118,1679259.04,271,GP
7412,444622.214,1679275.086,262,GP
7413,444661.8001,1679277.793,269,GP
7414,444639.6681,1679291.495,262,GP
7415,444626.2291,1679305.077,259,GP
7416,444766.2608,1679281.908,316.215,GP
7417,444767.2898,1679294.315,313.731,GP
7418,444784.8401,1679288.649,314.531,GP
7419,444783.8814,1679298.923,312.631,GP
7420,444785.3898,1679255.596,317.491,GP
7421,444803.4222,1679267.851,312.831,GP
7422,444772.2649,1679246.563,320.261,GP
7423,444805.6861,1679285.512,310.821,GP
7424,444797.2602,1679275.305,313.841,GP
7425,444821.348,1679305.315,299.54,GP
7426,444822.598,1679268.259,306.572,GP
7427,444824.619,1679259.867,307.9,GP
7428,444833.644,1679235.457,310.74,GP
7429,444835.908,1679222.794,313.024,GP
7430,444836.915,1679218.756,314.172,GP
7431,444769.923,1679215.025,313.01,GP
7432,444755.557,1679232.487,310.32,GP
7433,444817.3025,1679294.382,304,GP
7434,444822.5643,1679294.6,305,GP
7435,444819.4753,1679284.316,308,GP
7436,444830.6667,1679247.549,311.21,GP
7437,444879.0163,1679208.25,330.828,GP
7438,444846.938,1679211.136,318.698,GP
7439,444779.4914,1679215.788,319.728,GP
7440,444789.3512,1679214.544,323.368,GP
7441,444754.018,1679273.784,317.318,GP
7442,444784.4826,1679224.668,321.808,GP
7443,444769.3929,1679229.162,316.538,GP
7444,444801.012,1679248.872,314.581,GP
7445,444789.9268,1679237.84,318.921,GP
7446,444868.071,1679262.359,321.101,GP
7447,444851.6343,1679288.436,312.491,GP
7448,444874.9559,1679247.013,326.708,GP
7449,444760.1429,1679266.41,319.038,GP
7450,444753.0726,1679253.994,315.618,GP
7451,444772.483,1679271.749,318.048,GP
7452,444774.2175,1679219.013,316.198,GP
7453,444752.4381,1679209.564,319.678,GP
7454,444879.9374,1679221.25,330.418,GP
7455,444786.077,1679246.207,318.468,GP
7456,444774.6134,1679233.162,319.568,GP
7457,444860.052,1679260.8,319.183,GP
7458,444889.4946,1679220.05,334.2,GP
7459,444868.144,1679306.432,315.617,GP
7460,444861.589,1679304.675,314.06,GP
7461,444859.341,1679194.626,323.284,GP
7462,444857.342,1679199.555,322.079,GP
7463,444854.759,1679206.562,320.878,GP
7464,444850.042,1679181.397,325.995,GP
7465,444844.991,1679180.095,327.74,GP
7466,444841.643,1679179.484,328.858,GP
7467,444855.394,1679174.589,327.339,GP
7468,444853.624,1679171.737,328.969,GP
7469,444862.559,1679177.197,326.321,GP
7470,444862.324,1679169.437,330.227,GP
7471,444785.368,1679139.811,335.695,GP
7472,444755.057,1679133.691,339.238,GP
7473,444758.324,1679138.28,336.977,GP
7474,444763.87,1679145.754,334.557,GP
7475,444778.88,1679136.444,336.656,GP
7476,444772.784,1679133.597,337.43,GP
7477,444767.229,1679130.943,337.876,GP
7478,444761.18,1679128.392,338.978,GP
7479,444755.718,1679126.203,339.717,GP
7480,444753.747,1679125.056,341.01,GP
7481,444778.759,1679124.983,339.738,GP
7482,444779.127,1679126.484,338.558,GP
7483,444781.944,1679132.122,338.166,GP
7484,444790.43,1679143.977,333.149,GP
7485,444794.983,1679147.977,330.324,GP
7486,444786.74,1679148.143,332.74,GP
7487,444787.781,1679154.395,330.68,GP
7488,444789.063,1679159.646,328.861,GP
7489,444790.061,1679166.23,326.9,GP
7490,444790.334,1679170.404,325.006,GP
7491,444782.972,1679147.126,333.657,GP
7492,444781.081,1679154.322,331.789,GP
7493,444779.912,1679159.079,330.585,GP
7494,444778.37,1679165.319,328.81,GP
7495,444776.472,1679171.281,327.07,GP
7496,444775.145,1679176.132,325.416,GP
7497,444773.164,1679183.592,322.524,GP
7498,444813.875,1679163.565,332.821,GP
7499,444789.427,1679133.15,337.347,GP
7500,444794.54,1679126.495,337.168,GP
7501,444795.016,1679125.095,338.505,GP
7502,444789.712,1679138.86,335,GP
7503,444793.889,1679137.259,334.237,GP
7504,444779.651,1679145.879,334.244,GP
7505,444775.879,1679149.956,333.37,GP
7506,444770.499,1679155.576,332.109,GP
7507,444766.251,1679160.526,329.867,GP
7508,444756.752,1679188.699,323.274,GP
7509,444764.483,1679187.485,322.13,GP
7510,444756.56,1679205.098,320.022,GP
7511,444760.722,1679188.114,322.901,GP
7512,444763.324,1679193.712,321.127,GP
7513,444766.608,1679199.315,318.871,GP
7514,444777.683,1679184.532,322.022,GP
7515,444825.764,1679149.227,337.794,GP
7516,444795.491,1679130.881,336.531,GP
7517,444797.752,1679136.258,333.581,GP
7518,444798.17,1679128.24,336.375,GP
7519,444801.342,1679130.813,335.841,GP
7520,444800.268,1679125.055,336.974,GP
7521,444806.24,1679127.366,336.288,GP
7522,444811.727,1679129.762,336.629,GP
7523,444818.167,1679131.893,337.023,GP
7524,444824.562,1679134.425,337.424,GP
7525,444834.578,1679127.469,339.069,GP
7526,444832.64,1679133.762,339.135,GP
7527,444829,1679141.651,338.905,GP
7528,444822.912,1679143.166,337.025,GP
7529,444820.95,1679137.877,335.555,GP
7530,444819.987,1679146.368,336.042,GP
7531,444818.916,1679152.709,335.133,GP
7532,444810.401,1679156.978,331.699,GP
7533,444797.7885,1679178.41,324,GP
7534,444833.725,1679142.735,339.848,GP
7535,444841.291,1679138.206,341.107,GP
7536,444847.727,1679134.088,342.306,GP
7537,444772.5396,1679113.596,345.01,GP
7538,444864.773,1679124.896,346,GP
7539,444820.279,1679119.445,340,GP
7540,444775.9272,1679192.154,319,GP
7541,444790.8392,1679189.533,322,GP
7542,444841.083,1679205.279,317.021,GP
7543,444849.67,1679203.167,318.36,GP
7544,444845.348,1679201.964,317.468,GP
7545,444850.657,1679186.936,322.518,GP
7546,444857.622,1679187.27,322.84,GP
7547,444853.959,1679182.526,324.11,GP
7548,444859.071,1679184.908,323.321,GP
7549,444861.163,1679182.22,324.524,GP
7550,444856.463,1679176.554,326.561,GP
7551,444796.045,1679149.349,329.765,GP
7552,444790.894,1679173.025,323.674,GP
7553,444771.506,1679188.834,320.348,GP
7554,444766.1354,1679179.852,323,GP
7555,444769.165,1679204.517,317.007,GP
7556,444767.523,1679191.239,319.858,GP
7557,444766.554,1679186.955,321.131,GP
7558,444764.002,1679182.284,323.182,GP
7559,444762.126,1679179.276,324.413,GP
7560,444760.215,1679174.34,326.194,GP
7561,444762.844,1679169.345,326.957,GP
7562,444763.219,1679166.49,327.227,GP
7563,444765.53,1679173.002,325.894,GP
7564,444765.3594,1679177.024,324,GP
7565,444765.517,1679180.853,322.23,GP
7566,444768.834,1679186.001,321.08,GP
7567,444814.847,1679143.506,333.419,GP
7568,444804.961,1679138.316,332.667,GP
7569,444803.246,1679158.744,328.386,GP
7570,444858.656,1679175.181,326.433,GP
7571,444859.185,1679176.993,325.459,GP
7572,444814.967,1679165.367,332.925,GP
7573,444811.512,1679174.729,330.886,GP
7574,444805.627,1679184.041,328.735,GP
7575,444800.274,1679191.974,326.876,GP
7576,444794.621,1679201.632,324.933,GP
7577,444698.8912,1679259.221,282,GP
7578,444717.4644,1679280.286,300.015,GP
7579,444736.932,1679247.298,304.26,GP
7580,444623.0323,1679285.338,257,GP
7581,444762.5514,1679178.647,323.51,GP
7582,444768.4768,1679186.468,320.56,GP
7583,444767.265,1679187.044,320.522,GP
7584,444781.6922,1679122.619,340.531,GP
7585,444767.95,1679190.033,319.646,GP
7586,444769.822,1679190.186,319.173,GP
7587,444769.004,1679192.577,318.599,GP
7588,444771.086,1679193.074,318.228,GP
7589,444842.5382,1679128.203,342.911,GP
7590,444794.0179,1679123.059,339.631,GP
7591,444784.9254,1679127.34,339.161,GP
7592,444841.734,1679206.348,315.842,GP
7593,444847.555,1679201.738,317.197,GP
7594,444855.606,1679186.959,321.395,GP
7595,444856.321,1679182.825,322.876,GP
7596,444858.15,1679178.541,324.395,GP
7597,444764.003,1679168.114,326.303,GP
7598,444764.017,1679172.109,324.861,GP
7599,444765.16,1679182.455,322.374,GP
7600,444809.408,1679140.637,327.86,GP
7601,444800.483,1679154.077,324.12,GP
7602,444792.757,1679176.605,321.23,GP
7603,444778.089,1679196.612,316.12,GP
7604,444848.0099,1679194.429,320,GP
7605,444769.5238,1679198.629,318,GP
7606,444781.9573,1679184.236,321,GP
7607,444794.1468,1679159.171,327.13,GP
7608,444766.1124,1679166.273,328.36,GP
7609,444882.78,1679131.878,347.07,GP
7610,444874.458,1679130.698,346.559,GP
7611,444852.7,1679127.832,344.772,GP
7612,444779.063,1679120.362,343.379,GP
7613,444786.709,1679120.676,342.705,GP
7614,444755.298,1679121.675,341.507,GP
7615,444774.957,1679120.317,341.702,GP
7616,444790.466,1679120.891,340.201,GP
7617,444776.459,1679120.319,341.461,GP
7618,444796.863,1679121.166,338.648,GP
7619,444818.125,1679122.514,339.686,GP
7620,444836.712,1679124.976,340.222,GP
7621,444849.8152,1679129.445,344.198,GP
7622,444861.5964,1679130.861,345.558,GP
7623,444781.9114,1679201.802,318.36,GP
7624,444830.5829,1679158.817,337.648,GP
7625,444874.675,1679199.943,329.698,GP
7626,444839.1363,1679182.857,328.138,GP
7627,444837.3619,1679169.81,334.208,GP
7628,444833.9594,1679176.837,331.768,GP
7629,444872.0161,1679194.129,328.908,GP
7630,444861.8029,1679201.092,324.418,GP
7631,444888.0732,1679166.369,340.038,GP
7632,444857.8863,1679168.614,330.178,GP
7633,444846.4682,1679174.345,330.178,GP
7634,444886.0598,1679177.143,336.248,GP
7635,444864.5256,1679170.767,331.528,GP
7636,444882.2052,1679187.275,333.078,GP
7637,444787.2112,1679202.438,322.008,GP
7638,444801.6936,1679203.947,325.338,GP
7639,444824.3158,1679203.743,320.081,GP
7640,444887.66,1679150.436,344.822,GP
7641,444883.685,1679153.065,341.933,GP
7642,444803.441,1679192.927,327.366,GP
7643,444885.594,1679144.431,344.455,GP
7644,444883.61,1679136.332,346.141,GP
7645,444877.139,1679134.681,345.605,GP
7646,444876.436,1679139.222,344.1,GP
7647,444867.411,1679135.279,343.551,GP
7648,444862.093,1679133.509,343.542,GP
7649,444858.728,1679131.892,344.738,GP
7650,444856.213,1679139.229,342.725,GP
7651,444864.933,1679142.021,343.065,GP
7652,444873.395,1679143.487,343.691,GP
7653,444881.434,1679147.177,343.902,GP
7654,444880.909,1679149.76,342.322,GP
7655,444870.295,1679149.276,339.707,GP
7656,444864.528,1679149.882,338.994,GP
7657,444858.23,1679151.125,338.523,GP
7658,444852.874,1679153.105,337.912,GP
7659,444845.311,1679150.184,339.444,GP
7660,444838.053,1679148.573,339.678,GP
7661,444837.128,1679154.181,338.755,GP
7662,444874.615,1679154.273,339.102,GP
7663,444866.121,1679159.657,335.149,GP
7664,444860.331,1679162.157,333.022,GP
7665,444855.171,1679165.081,331.609,GP
7666,444846.841,1679170.038,331.71,GP
7667,444838.533,1679172.439,332.596,GP
7668,444830.781,1679174.925,332.752,GP
7669,444824.161,1679178.116,331.488,GP
7670,444814.672,1679182.565,330.031,GP
7671,444832.159,1679164.86,335.847,GP
7672,444885.932,1679154.507,342.537,GP
7673,444884.331,1679157.926,340.094,GP
7674,444881.534,1679163.983,336.7,GP
7675,444878.619,1679169.01,333.538,GP
7676,444875.446,1679175.059,331.201,GP
7677,444872.938,1679179.397,329.277,GP
7678,444888.237,1679157.949,341.989,GP
7679,444888.386,1679162.785,340.026,GP
7680,444888.735,1679171.188,337.659,GP
7681,444889.199,1679177.472,336.901,GP
7682,444888.513,1679183.914,335.873,GP
7683,444887.389,1679191.278,335.507,GP
7684,444886.542,1679197.728,334.401,GP
7685,444886.468,1679203.012,333.353,GP
7686,444798.214,1679186.776,325.6,GP
7687,444852.807,1679200.328,319.839,GP
7688,444861.609,1679187.221,324.972,GP
7689,444857.511,1679191.75,323.072,GP
7690,444829.291,1679204.585,318.736,GP
7691,444829.503,1679199.69,320.286,GP
7692,444838.234,1679200.277,318.59,GP
7693,444863.421,1679193.023,324.648,GP
7694,444865.334,1679200.701,325.192,GP
7695,444866.561,1679206.395,325.216,GP
7696,444864.836,1679187.643,325.847,GP
7697,444869.937,1679187.342,327.724,GP
7698,444873.116,1679187.555,328.781,GP
7699,444876.097,1679187.416,329.958,GP
7700,444879.17,1679187.445,331.193,GP
7701,444669.659,1679177.646,326.294,GP
7702,444669.184,1679172.353,325.396,GP
7703,444668.794,1679167.18,324.148,GP
7704,444663.788,1679183.57,325.223,GP
7705,444658.371,1679180.526,323.441,GP
7706,444650.782,1679175.911,320.995,GP
7707,444645.667,1679172.816,318.974,GP
7708,444660.252,1679190.28,324.668,GP
7709,444652.45,1679192.488,323.105,GP
7710,444645.258,1679194.073,321.732,GP
7711,444639.786,1679195.245,319.456,GP
7712,444661.98,1679193.669,324.988,GP
7713,444655.561,1679197.266,323.723,GP
7714,444651.394,1679201.096,322.917,GP
7715,444646.344,1679204.434,321.865,GP
7716,444643.409,1679206.626,320.19,GP
7717,444667.518,1679195.495,325.695,GP
7718,444664.708,1679202.994,324.808,GP
7719,444674.379,1679195.336,326.074,GP
7720,444676.862,1679201.022,324.525,GP
7721,444679.262,1679190.962,326.827,GP
7722,444687.709,1679193.911,325.782,GP
7723,444696.185,1679197.297,324.193,GP
7724,444704.866,1679200.459,322.528,GP
7725,444677.743,1679186.36,327.709,GP
7726,444682.874,1679185.207,328.107,GP
7727,444749.058,1679189.891,324.167,GP
7728,444746.978,1679196.303,323.211,GP
7729,444751.274,1679200.304,321.51,GP
7730,444742.478,1679197.892,323.271,GP
7731,444744.055,1679205.865,321.115,GP
7732,444739.145,1679198.31,323.329,GP
7733,444738.058,1679205.977,321.383,GP
7734,444735.204,1679198.749,323.312,GP
7735,444729.726,1679205.244,321.754,GP
7736,444733.089,1679193.283,324.908,GP
7737,444725.365,1679193.415,325.157,GP
7738,444719.499,1679193.595,325.022,GP
7739,444634.595,1679148.111,316.397,GP
7740,444654.416,1679123.487,322.269,GP
7741,444649.985,1679128.95,321.488,GP
7742,444643.665,1679136.591,320.213,GP
7743,444638.882,1679142.926,318.278,GP
7744,444642.665,1679143.994,318.002,GP
7745,444649.826,1679138.411,319.559,GP
7746,444655.144,1679134.928,320.158,GP
7747,444628.24,1679141.892,316.683,GP
7748,444623.992,1679137.329,316.496,GP
7749,444624.193,1679132.191,317.31,GP
7750,444621.108,1679129.029,317.376,GP
7751,444615.611,1679126.353,318.081,GP
7752,444640.3508,1679163.754,313.27,GP
7753,444644.727,1679158.852,314.687,GP
7754,444637.967,1679140.16,318.962,GP
7755,444634.024,1679139.113,318.502,GP
7756,444629.949,1679136.621,318.179,GP
7757,444628.168,1679130.047,319.332,GP
7758,444634.205,1679132.425,320.081,GP
7759,444640.276,1679134.635,320.608,GP
7760,444642.728,1679127.738,321.868,GP
7761,444633.934,1679124.177,321.714,GP
7762,444626.677,1679122.394,321.211,GP
7763,444626.792,1679115.171,322.903,GP
7764,444633.718,1679117.373,323.124,GP
7765,444641.127,1679118.889,323.37,GP
7766,444615.6,1679117.683,321.773,GP
7767,444618.64,1679122.633,319.742,GP
7768,444621.102,1679126.398,318.424,GP
7769,444622.466,1679120.152,321.088,GP
7770,444625.305,1679112.923,323.329,GP
7771,444616.264,1679110.717,324.109,GP
7772,444666.766,1679118.392,322.433,GP
7773,444660.08,1679121.251,322.159,GP
7774,444658.911,1679125.505,321.495,GP
7775,444663.492,1679128.088,320.837,GP
7776,444656.653,1679129.39,321.001,GP
7777,444657.31,1679136.18,319.696,GP
7778,444653.267,1679130.351,320.929,GP
7779,444647.569,1679122.488,322.582,GP
7780,444647.994,1679118.312,323.626,GP
7781,444642.766,1679115.074,324.364,GP
7782,444648.995,1679113.733,324.568,GP
7783,444646.042,1679108.304,325.837,GP
7784,444652.241,1679107.832,325.887,GP
7785,444653.565,1679116.041,323.82,GP
7786,444656.769,1679117.027,323.391,GP
7787,444660.126,1679108.331,324.96,GP
7788,444672.818,1679106.568,324.206,GP
7789,444675.962,1679117.233,319.566,GP
7790,444738.463,1679109.422,338.57,GP
7791,444690.785,1679131.294,328.12,GP
7792,444680.455,1679141.988,324.06,GP
7793,444634.488,1679155.402,313.722,GP
7794,444640.328,1679152.408,315.063,GP
7795,444643.074,1679147.975,316.462,GP
7796,444663.733,1679129.321,320.61,GP
7797,444672.246,1679116.341,322.334,GP
7798,444670.87,1679132.487,319.241,GP
7799,444658.889,1679141.752,318.188,GP
7800,444653.167,1679142.316,318.562,GP
7801,444674.594,1679112.992,322.448,GP
7802,444677.956,1679123.59,323.26,GP
7803,444662.98,1679146.181,317.96,GP
7804,444655.593,1679153.439,316,GP
7805,444650.43,1679149.032,315.16,GP
7806,444628.577,1679151.967,314.027,GP
7807,444627.739,1679146.763,315.687,GP
7808,444619.151,1679133.749,315.441,GP
7809,444624.3568,1679162.44,295,GP
7810,444624.5123,1679164.418,295,GP
7811,444625.193,1679167.684,298.66,GP
7812,444853.1817,1679161.897,334.271,GP
7813,444842.4934,1679172.329,332.191,GP
7814,444864.8412,1679131.299,345.901,GP
7815,444878.5622,1679133.288,346.991,GP
7816,444764.008,1679174.955,324.241,GP
7817,444860.4509,1679145.967,340.891,GP
7818,444762.227,1679174.701,324.413,GP
7819,444764.505,1679176.712,323.744,GP
7820,444843.4667,1679147.383,340.681,GP
7821,444547.976,1679198.138,261.46,GP
7822,444524.482,1679200.847,259.76,GP
7823,444510.084,1679205.491,258,GP
7824,444509.2297,1679202.562,258,GP
7825,444510.075,1679214.47,257,GP
7826,444525.3321,1679209.384,262,GP
7827,444547.728,1679203.294,265,GP
7828,444580.496,1679187.281,280,GP
7829,444597.2575,1679179.14,288,GP
7830,444717.7091,1679183.071,328.311,GP
7831,444722.5087,1679125.703,341.331,GP
7832,444740.408,1679124.637,342.291,GP
7833,444712.372,1679153.145,336.051,GP
7834,444716.0891,1679164.671,333.361,GP
7835,444636.791,1679158.366,311.11,GP
7836,444638.1189,1679160.523,311,GP
7837,444645.008,1679156.981,313.39,GP
7838,444644.7113,1679155.076,313.92,GP
7839,444652.689,1679150.818,314.32,GP
7840,444654.296,1679151.904,314.43,GP
7841,444661.481,1679143.723,315.83,GP
7842,444660.555,1679142.591,315.8,GP
7843,444666.44,1679129.836,317.68,GP
7844,444667.995,1679130.843,317.86,GP
7845,444676.508,1679117.495,319.57,GP
7846,444675.598,1679117.04,319.55,GP
7847,444681.9684,1679113.101,323.66,GP
7848,444623.1135,1679160.028,299.11,GP
7849,444752.0174,1679167.18,330.35,GP
7850,444736.055,1679122.955,342.245,GP
7851,444724.41,1679123.64,341.453,GP
7852,444719.521,1679120.239,340.822,GP
7853,444710.321,1679114.174,338.45,GP
7854,444667.5998,1679156.571,320.116,GP
7855,444699.3829,1679205.505,322.095,GP
7856,444743.5953,1679184.401,326.598,GP
7857,444734.2548,1679177.041,329.218,GP
7858,444701.3923,1679181.416,329.038,GP
7859,444713.1861,1679164.442,333.388,GP
7860,444707.6197,1679192.428,325.688,GP
7861,444688.8552,1679184.514,328.588,GP
7862,444720.4107,1679172.625,330.968,GP
7863,444728.172,1679141.188,339.283,GP
7864,444729.568,1679146.619,337.268,GP
7865,444731.263,1679154.17,335.238,GP
7866,444733.285,1679161.887,333.204,GP
7867,444735.365,1679168.952,331.023,GP
7868,444737.193,1679176.942,328.792,GP
7869,444739.197,1679184.358,326.8,GP
7870,444740.835,1679191.235,325.034,GP
7871,444726.997,1679147.816,336.928,GP
7872,444725.669,1679155.202,335.185,GP
7873,444724.949,1679161.749,333.56,GP
7874,444723.897,1679167.943,331.761,GP
7875,444733.627,1679143.033,338.177,GP
7876,444738.648,1679146.874,336.689,GP
7877,444744.354,1679152.113,334.912,GP
7878,444723.184,1679173.948,330.048,GP
7879,444740.626,1679136.434,339.566,GP
7880,444735.108,1679140.182,339.208,GP
7881,444731.281,1679142.497,338.813,GP
7882,444722.996,1679142.955,338.881,GP
7883,444721.974,1679180.391,328.353,GP
7884,444718.029,1679141.52,338.673,GP
7885,444721.092,1679187.282,326.8,GP
7886,444719.724,1679195.17,324.421,GP
7887,444718.704,1679201.05,322.703,GP
7888,444722.271,1679146.232,337.357,GP
7889,444714.235,1679134.357,339.083,GP
7890,444716.462,1679151.53,336.078,GP
7891,444715.947,1679138.903,338.9,GP
7892,444721.187,1679136.188,339.3,GP
7893,444719.04,1679130.508,339.443,GP
7894,444710.601,1679156.149,334.864,GP
7895,444715.175,1679123.694,339.785,GP
7896,444720.592,1679128.775,339.698,GP
7897,444726.696,1679136.149,339.42,GP
7898,444703.314,1679161.643,333.199,GP
7899,444698.168,1679165.7,332.176,GP
7900,444693.899,1679169.152,331.537,GP
7901,444689.305,1679172.897,330.772,GP
7902,444684.365,1679177.004,329.525,GP
7903,444670.809,1679187.719,326.899,GP
7904,444727.954,1679133.765,339.531,GP
7905,444727.927,1679129.655,340.02,GP
7906,444728.013,1679128.111,341.285,GP
7907,444733.521,1679135.528,339.618,GP
7908,444741.813,1679128.568,340.127,GP
7909,444747.266,1679122.252,342.36,GP
7910,444751.59,1679121.975,342.161,GP
7911,444745.372,1679153.181,334.519,GP
7912,444746.033,1679145.954,336.492,GP
7913,444746.501,1679139.38,338.344,GP
7914,444746.282,1679135.532,339.59,GP
7915,444746.683,1679126.911,340.585,GP
7916,444749.822,1679126.08,341.065,GP
7917,444713.116,1679132.775,338.737,GP
7918,444715.642,1679128.367,339.448,GP
7919,444712.019,1679126.431,338.386,GP
